offer_id,customer_id,product_code,product_variant,offer_datetime,premium_offered,sales_source,sum_insured,coverage_hash
O-2024-0000110,100761,PET,Dog,2024-01-04 10:14:32.000000,83.36,Agent,30855.61,af623c2d3ed635bf2c21b33856a5eeee
O-2024-0004792,100306,HOME,HomePlus,2024-01-04 10:35:59.000000,943.39,Agent,20468.99,9a21352627c0d67a8f03ea04f987299b
O-2024-0004645,100199,AUTO,CASCO,2024-01-04 10:48:10.000000,531.27,Agent,11587.62,582444f78bc5446dde5a37d3223c407d
O-2024-0000251,100956,HOME,HomeBasic,2024-01-04 12:03:45.000000,414.96,Phone,18184.45,30e00ae6ad10f118ff83699c71bf36fe
O-2024-0001679,100550,LIABILITY,Personal,2024-01-04 12:26:58.000000,121.41,Web,14527.26,018168ae9b69bf5fe92dabd87da6d6eb
O-2024-0001410,100088,LIABILITY,Personal,2024-01-04 13:17:31.000000,66.12,Phone,32159.8,812739be9cbf940417a518463c10fb9b
O-2024-0003083,100986,PET,Cat,2024-01-04 16:12:30.000000,78.16,Web,42538.4,6c0a8790e2280bc46f418000224984aa
O-2024-0005078,100659,LIABILITY,Personal,2024-01-04 16:29:35.000000,190.37,Agent,20807.44,5c750f1449bc695222d840ca1073482a
O-2024-0002774,100056,AUTO,CASCO,2024-01-04 17:27:01.000000,173.93,Phone,47928.19,ecc4d72557b5b6764d5acd1541d1c706
O-2024-0004227,100045,HOME,HomeBasic,2024-01-04 18:35:26.000000,277.83,Web,1687.08,53affb2e5d29df6cbdc4ca3a0f74a0dc
O-2024-0004191,100164,LIABILITY,Personal,2024-01-04 19:04:54.000000,266.84,Phone,25834.86,ace9d0e911fe5a727fb276b4f093ecb0
O-2024-0005071,100722,PET,Cat,2024-01-04 19:34:03.000000,43.05,Agent,32014.72,fec2ea2b1b27cc9f250676a612e2791c
O-2024-0004645-D01,100199,AUTO,CASCO,2024-01-04 20:51:49.887567,544.09,Agent,11587.62,582444f78bc5446dde5a37d3223c407d
O-2024-0006420,100877,PET,Dog,2024-01-04 21:10:53.000000,147.51,Agent,19559.55,5f77f379e65a6063925bd8eb875a80b0
O-2024-0000251-D01,100956,HOME,HomeBasic,2024-01-04 21:29:15.672533,432.7,Phone,18184.45,30e00ae6ad10f118ff83699c71bf36fe
O-2024-0003190,100421,PET,Cat,2024-01-04 22:51:16.000000,63.29,Web,10072.13,f34b943adb4626305195d1c575a30165
O-2024-0006441,100120,PET,Cat,2024-01-05 07:15:32.000000,83.35,Phone,38719.27,96fd15edd264a3769d75f9f03874bc7c
O-2024-0005921,100158,TRAVEL,World,2024-01-05 07:35:49.000000,68.53,Web,44562.58,e898940ac7ec761267c4f2b53434d241
O-2024-0007463,100124,HOME,HomeBasic,2024-01-05 09:50:03.000000,304.67,Agent,4778.16,a9bb773d895e52b7ff68b38fd18ed834
O-2024-0005719,100629,AUTO,MTPL,2024-01-05 09:52:33.000000,253.16,Agent,42233.35,2d8b2209910d65b9bbffc461eaeeb193
O-2024-0006078,100102,AUTO,MTPL,2024-01-05 10:06:47.000000,335.67,Web,6344.2,96c1e02f5fb84602cacdfd057b2404e0
O-2024-0000560,100688,LIABILITY,Personal,2024-01-05 14:41:09.000000,211.78,Web,1300.61,0b1c3839814e0d7b6e27000c8b7420f1
O-2024-0002562-D01,100507,LIABILITY,Personal,2024-01-05 14:57:25.837874,268.97,Phone,39133.99,64bf44b2e105c3c005467b5ec93f34f6
O-2024-0000616,100216,TRAVEL,Europe,2024-01-05 15:27:35.000000,60.38,Phone,36839.38,f73edcb4512ddea9f4505631b150fdf7
O-2024-0000384,100974,AUTO,CASCO,2024-01-05 17:15:40.000000,234.33,Phone,22403.29,66181f64bfef4d29296fc365f2a72751
O-2024-0005012,100948,HOME,HomePlus,2024-01-05 18:13:12.000000,289.79,Agent,43335.04,df67dea2ec86fb72e5b8d8d5f980650f
O-2024-0003190-D01,100421,PET,Cat,2024-01-05 18:27:05.163825,61.61,Web,10072.13,f34b943adb4626305195d1c575a30165
O-2024-0002861,100700,HOME,HomeBasic,2024-01-05 21:17:40.000000,430.94,Phone,37330.94,d5a860105b319eadca904c18cb014efc
O-2024-0003396,100226,PET,Cat,2024-01-05 22:53:19.000000,174.65,Agent,19592.0,70ff13b5ba7981a041a94808e7cdc341
O-2024-0002388,100415,HOME,HomePlus,2024-01-05 23:19:31.000000,327.34,Agent,32927.04,3309ef4e947967a3d7d094b26bf18fd1
O-2024-0001529,100728,HOME,HomePlus,2024-01-05 23:40:22.000000,326.18,Phone,13480.13,97bdb79339daddf40bfd2ae18cdbcd6c
O-2024-0001264,100584,AUTO,MTPL,2024-01-06 00:25:28.000000,154.88,Web,19573.21,ac56ca95ffc8ba3e0a46e68b385f3db9
O-2024-0006603-D01,100881,AUTO,MTPL,2024-01-06 01:16:18.091969,323.44,Agent,31695.59,e258fcdfceedac79b5469decd5c2349b
O-2024-0006885,100075,LIABILITY,Personal,2024-01-06 03:34:56.000000,134.09,Web,35902.1,7f32b49c4ebd5021ad0975099d348ef7
O-2024-0005074,100533,AUTO,MTPL,2024-01-06 04:31:29.000000,409.45,Phone,18665.22,5c72428006285fc578e9832c9da41771
O-2024-0001264-D01,100584,AUTO,MTPL,2024-01-06 05:08:06.181437,147.53,Web,19573.21,ac56ca95ffc8ba3e0a46e68b385f3db9
O-2024-0005071-D01,100722,PET,Cat,2024-01-06 06:37:35.954737,44.16,Agent,32014.72,fec2ea2b1b27cc9f250676a612e2791c
O-2024-0006885-D01,100075,LIABILITY,Personal,2024-01-06 07:34:02.597742,129.02,Web,35902.1,7f32b49c4ebd5021ad0975099d348ef7
O-2024-0000700,100457,TRAVEL,Europe,2024-01-06 07:40:01.000000,79.41,Web,1312.17,369a5d9929a21ada567e65277a1b3220
O-2024-0002413-D01,100189,LIABILITY,Personal,2024-01-06 07:42:01.336034,81.71,Phone,5027.58,525656c6e50184b6f7b20e1b1720f668
O-2024-0007534,100466,HOME,HomeBasic,2024-01-06 08:33:20.000000,557.03,Agent,18555.18,c8115266cdff24ff6f6d3c295adc9f3d
O-2024-0004232,100413,PET,Dog,2024-01-06 08:45:35.000000,88.72,Phone,34596.61,35cacd225935f24ec30c945c52d58665
O-2024-0007226,100405,LIABILITY,Personal,2024-01-06 09:07:33.000000,144.7,Phone,33030.16,4f27adb0c4ec418f5e0d1a26ee417f86
O-2024-0004517,100307,PET,Dog,2024-01-06 09:19:17.000000,108.37,Phone,7189.12,2b11a7cf1f3a40731f85030bd1516151
O-2024-0003025,100995,AUTO,MTPL,2024-01-06 09:28:10.000000,299.07,Web,36631.14,2fc2c24e1c4b046c0f4aa11b2e7e0062
O-2024-0002190,100756,AUTO,CASCO,2024-01-06 09:52:49.000000,326.41,Web,34828.38,dde851f423875f48bb5572722ec5f3ec
O-2024-0007176,100522,HOME,HomePlus,2024-01-06 10:52:07.000000,577.14,Agent,48048.08,0c8617ffa52f8f441a9000eae1654b33
O-2024-0002618,100010,LIABILITY,Personal,2024-01-06 11:05:40.000000,210.8,Phone,10941.92,ee18ff4f1782fd2dcb98448c8cb086cb
O-2024-0004268,100032,PET,Cat,2024-01-06 11:43:33.000000,91.25,Agent,29150.01,11feab4b865aa638bfb1a550ac3449eb
O-2024-0005502,100338,LIABILITY,Personal,2024-01-06 13:12:36.000000,193.11,Agent,31908.83,24b82edd7f74a2551f47ed0a7bb9f338
O-2024-0003178,100603,LIABILITY,Personal,2024-01-06 14:38:25.000000,186.47,Web,4313.06,5f47568df739eb81bab2c3f792baa096
O-2024-0002190-D01,100756,AUTO,CASCO,2024-01-06 14:44:12.962582,330.96,Web,34828.38,dde851f423875f48bb5572722ec5f3ec
O-2024-0005676,100017,AUTO,CASCO,2024-01-06 15:33:34.000000,365.46,Phone,10078.87,09e64a3fa1e3bed9c5934e53872c2cd9
O-2024-0001637,100093,HOME,HomePlus,2024-01-06 16:30:29.000000,814.04,Phone,26480.31,01b039d64f54b6b329d8b141183b1927
O-2024-0007887,100120,LIABILITY,Personal,2024-01-06 18:05:57.000000,302.66,Phone,12637.64,1267fe2a073ec9ee200a549d6559b10c
O-2024-0001127,100996,TRAVEL,World,2024-01-06 21:29:11.000000,33.36,Web,21899.95,0c0b62f6427150427eddac64482807ff
O-2024-0001061,100460,LIABILITY,Personal,2024-01-06 22:42:51.000000,260.62,Agent,25995.94,e2fedbdba7b5dffdee4734f3cab327a4
O-2024-0000110-D01,100761,PET,Dog,2024-01-06 23:46:43.794062,80.64,Agent,30855.61,af623c2d3ed635bf2c21b33856a5eeee
O-2024-0002615,100360,PET,Dog,2024-01-07 00:42:05.000000,63.81,Phone,16880.76,25abf48730e8511f26b5cf1afbe2deec
O-2024-0003615,100773,AUTO,CASCO,2024-01-07 01:00:06.000000,384.54,Agent,39777.21,f9eb138fd847bb9599742cec4cbbca2a
O-2024-0004521,100058,TRAVEL,World,2024-01-07 01:00:06.000000,45.19,Web,43767.71,7e64af6e2e41b513ec088178b896714c
O-2024-0004473,100502,PET,Dog,2024-01-07 01:27:00.000000,118.77,Phone,39904.21,3f5f307401f06b0a15c8c11ebc4c9f1f
O-2024-0005601-D01,100577,PET,Cat,2024-01-07 01:52:59.923291,70.1,Phone,3539.15,cb643e80a5be890afb0a0dd4ee277f74
O-2024-0001877,100658,PET,Cat,2024-01-07 01:53:49.000000,54.88,Phone,15059.77,31644c145fc0033e4ebd9c5ad9cb1b2d
O-2024-0006575,100659,LIABILITY,Personal,2024-01-07 03:17:37.000000,125.22,Phone,9650.6,c2e15791f76febb8bd9185e6e17e1f86
O-2024-0003615-D01,100773,AUTO,CASCO,2024-01-07 03:25:45.369332,402.87,Agent,39777.21,f9eb138fd847bb9599742cec4cbbca2a
O-2024-0001904,100895,PET,Dog,2024-01-07 03:56:34.000000,62.3,Web,9024.62,8dde4e247767973b360a2f0a6a223b55
O-2024-0004521-D01,100058,TRAVEL,World,2024-01-07 04:28:55.680335,43.44,Web,43767.71,7e64af6e2e41b513ec088178b896714c
O-2024-0001038,100142,TRAVEL,World,2024-01-07 05:02:12.000000,49.95,Agent,4646.93,775aeb87771d1dc887206759d7f2bc52
O-2024-0000566,100126,PET,Cat,2024-01-07 05:23:49.000000,86.39,Phone,41258.29,050e3d1ceb7cd1125d38a0761659ef85
O-2024-0001916,100206,AUTO,CASCO,2024-01-07 07:07:08.000000,101.23,Web,35980.75,4479a4dd7f1994ae5219fc3da05f41be
O-2024-0001916-D01,100206,AUTO,CASCO,2024-01-07 08:52:16.402426,98.49,Web,35980.75,4479a4dd7f1994ae5219fc3da05f41be
O-2024-0001904-D01,100895,PET,Dog,2024-01-07 09:00:51.025949,65.38,Web,9024.62,8dde4e247767973b360a2f0a6a223b55
O-2024-0007933,100477,HOME,HomePlus,2024-01-07 09:07:49.000000,493.85,Phone,1957.9,7055ab5f79d4bd7afcfeb908e4591fce
O-2024-0002164,100133,AUTO,CASCO,2024-01-07 11:30:20.000000,391.94,Web,31297.24,df6b85bc52d62502d38efc4654421dd0
O-2024-0007860,100679,TRAVEL,Europe,2024-01-07 12:27:30.000000,21.19,Phone,22451.39,90241c2fd7deb53d17b829bebd61f004
O-2024-0005193,100740,TRAVEL,World,2024-01-07 12:33:52.000000,42.71,Agent,27045.09,e9029f4a5746a19175b75d8e9cb615ae
O-2024-0004276,100974,TRAVEL,Europe,2024-01-07 12:58:20.000000,35.39,Phone,22119.76,af3c5790aa40f89292bb82036066c7f9
O-2024-0004027,100820,PET,Cat,2024-01-07 13:12:20.000000,98.0,Web,13809.46,cf5e4701b9f8ab3c4158417f77b7468f
O-2024-0000566-D01,100126,PET,Cat,2024-01-07 13:54:49.484913,85.65,Phone,41258.29,050e3d1ceb7cd1125d38a0761659ef85
O-2024-0001278,100645,LIABILITY,Personal,2024-01-07 16:41:27.000000,58.12,Agent,49679.83,87d0ae94d987479f2e1e463e56030826
O-2024-0001789,100934,LIABILITY,Personal,2024-01-07 17:29:02.000000,303.18,Web,44831.28,bc8a7dd3fa3db461471e2578f2e783c8
O-2024-0005439,100377,AUTO,CASCO,2024-01-07 17:40:45.000000,485.29,Agent,26933.21,cfb23dc4c09e8eee01b18a24f48fbd29
O-2024-0004405,100229,HOME,HomeBasic,2024-01-07 18:16:04.000000,853.17,Phone,35420.93,16f75052f8ebc5e5a3d01fe0146bd95f
O-2024-0000700-D01,100457,TRAVEL,Europe,2024-01-07 18:20:15.557651,80.25,Web,1312.17,369a5d9929a21ada567e65277a1b3220
O-2024-0005611,100730,TRAVEL,Europe,2024-01-07 21:47:32.000000,66.55,Phone,37012.09,29577560740fd8500edb49375a65e39a
O-2024-0001301,100269,HOME,HomePlus,2024-01-07 22:09:25.000000,332.41,Web,19006.85,386a99ebde5a18c831e4d9e21c95396e
O-2024-0003525,100339,LIABILITY,Personal,2024-01-07 23:25:42.000000,119.01,Agent,8627.28,4cb316e5dd508c7ebc7e18d0ed6428c0
O-2024-0001518,100828,HOME,HomePlus,2024-01-08 00:28:22.000000,1054.32,Web,31484.58,65248b990f940b6197ec768575c1d546
O-2024-0002293,100420,TRAVEL,Europe,2024-01-08 04:35:02.000000,17.23,Web,5053.39,0b78735bc070c458a9eb9d3450eb557e
O-2024-0004405-D01,100229,HOME,HomeBasic,2024-01-08 06:08:32.049308,870.02,Phone,35420.93,16f75052f8ebc5e5a3d01fe0146bd95f
O-2024-0001580,100208,LIABILITY,Personal,2024-01-08 07:28:26.000000,158.8,Agent,21921.44,c221b37dccf2f5b19c8bc61a9f33a25c
O-2024-0005012-D01,100948,HOME,HomePlus,2024-01-08 09:17:59.913483,278.06,Agent,43335.04,df67dea2ec86fb72e5b8d8d5f980650f
O-2024-0006450,100784,PET,Cat,2024-01-08 10:04:35.000000,111.12,Web,16629.14,91e66eab0eb50ace7fa2bd2cf90446aa
O-2024-0002928,100720,TRAVEL,World,2024-01-08 11:05:09.000000,73.44,Phone,24438.2,7601e9c961feed0195b0fbe348ee2c1c
O-2024-0003096,100683,HOME,HomePlus,2024-01-08 11:26:47.000000,392.13,Phone,8137.19,eb9685f695ddb219d23755228c9c395f
O-2024-0007613,100270,AUTO,CASCO,2024-01-08 11:29:57.000000,255.52,Phone,14465.43,9a2ba8100e6fc16f805e1cf28644d694
O-2024-0006633,100789,LIABILITY,Personal,2024-01-08 12:31:22.000000,220.25,Phone,2943.31,beebd724776f30cfb00bb823e82bc8be
O-2024-0003096-D01,100683,HOME,HomePlus,2024-01-08 12:41:06.972427,386.94,Phone,8137.19,eb9685f695ddb219d23755228c9c395f
O-2024-0002398,100368,AUTO,CASCO,2024-01-08 12:57:36.000000,93.48,Agent,35700.25,58c9afa1f0a3997348b56c53cb5fd8c4
O-2024-0002075-D01,100014,LIABILITY,Personal,2024-01-08 14:53:37.567630,129.64,Agent,31769.74,d05eb0c358284ba20791e77a9b477cd2
O-2024-0003913,100912,HOME,HomeBasic,2024-01-08 18:55:44.000000,626.02,Web,1094.09,f4717011be3f15f8742806f520e0ec2d
O-2024-0007392,100574,AUTO,CASCO,2024-01-08 19:10:34.000000,299.89,Agent,39328.62,b69544dbffa84b9e7fe74350e93ce836
O-2024-0001877-D01,100658,PET,Cat,2024-01-08 19:33:52.900217,53.44,Phone,15059.77,31644c145fc0033e4ebd9c5ad9cb1b2d
O-2024-0000305,100731,LIABILITY,Personal,2024-01-09 00:26:29.000000,87.85,Web,4708.72,db6e6811a4381916a5e0644a678e3485
O-2024-0005366,100449,HOME,HomePlus,2024-01-09 04:06:25.000000,589.88,Agent,1822.8,2c4915b11d7a4b18daa4ebeda74d7da2
O-2024-0003532,100748,TRAVEL,Europe,2024-01-09 06:09:30.000000,36.66,Web,40886.3,3c659fdf87de60faa5255bb5151f8709
O-2024-0003989,100108,LIABILITY,Personal,2024-01-09 08:18:06.000000,227.26,Web,25686.7,645f11f2fa55ff47938d65c896100b47
O-2024-0006881,100401,HOME,HomeBasic,2024-01-09 08:29:45.000000,229.92,Phone,32378.2,9e3dab544292d87d7a6de2b760a36c8a
O-2024-0004482,100695,AUTO,CASCO,2024-01-09 09:13:47.000000,397.49,Web,43155.16,bd3bf883ba79255572c38661887857c9
O-2024-0000567,100729,LIABILITY,Personal,2024-01-09 12:06:14.000000,79.81,Web,44682.89,7b52ed571e17a745e4341e0650d0ed27
O-2024-0005193-D01,100740,TRAVEL,World,2024-01-09 14:03:42.386676,41.97,Agent,27045.09,e9029f4a5746a19175b75d8e9cb615ae
